Date,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
1994-09-30,81.333642564,82.151889935,73.906769099,83.748036633,69.439523996,63.67478136,79.557419844,82.446431607,76.982894895,72.053609524,114.61546441,87.018089731,77.872680123,80.980465132,77.157558272,75.886126351,78.215086703,77.740740061,75.892301464,84.310444872,62.97527181,67.439367715,66.285447533,80.204121601,76.260960462,81.953010179,77.515359574,85.437203261,65.351834653,77.458988207,89.228041002,77.611395818,77.11048118,84.767336289,79.42117544,80.19311273,75.249980266,86.697326625,77.903920103,76.059532699,79.593862874,78.487204632,76.821865422,77.752204019,82.520485879,80.544942481,76.171997743,84.746248317,76.908121214,78.77530347
1994-10-31,81.631818394,81.878049165,74.330892568,84.007086058,69.121160826,63.92002008,79.128191834,82.526840601,77.244993991,72.272980921,113.50832658,87.226171163,77.752979817,81.067209372,77.182852716,76.111039543,78.501671754,77.628967799,75.367165265,84.396896173,62.922399012,67.587277961,66.218225165,80.41563494,76.297060864,82.200789671,77.533461702,85.704894112,64.929123813,77.11329048,89.605341443,77.366111327,77.552537019,84.830339498,79.781169677,80.37564432,75.657393834,86.636452134,77.651430747,76.252775309,79.780967974,78.725027617,76.842231692,78.326692792,82.275421864,80.505381576,76.149009909,84.889732754,76.884787297,79.004260668
1994-11-30,82.077809493,81.869067215,74.63166754,84.152407251,68.789241102,64.121238276,78.961621258,82.646504835,77.533061851,72.426230152,112.33590408,87.54219134,77.686415281,81.142813339,77.299767556,76.163626524,78.809743904,77.523499082,74.816218997,84.583830799,62.855109655,67.686414893,66.384688747,80.642444869,76.428418745,82.38515468,77.743952112,85.884319046,64.592791097,76.815161317,89.999524593,77.202244763,77.938525393,84.902579636,79.851811322,80.621438076,76.057764404,86.402876619,77.453654764,76.622656771,79.889835212,78.901324429,76.748315847,78.782468808,81.96579547,80.585775409,76.248889925,85.253064416,76.557029482,79.20482988
1994-12-31,82.452946909,82.163171148,74.79395771,84.259682796,68.506909488,64.335905432,78.89627855,82.627670866,77.555550587,72.533368877,111.5522036,87.880019585,77.799514944,81.159147809,77.477149358,76.121859387,79.057077778,77.514865841,74.433300572,84.646747589,62.708876024,67.828656424,66.545488309,80.807148952,76.491894205,82.539692903,77.984437254,85.937032478,64.463789464,76.557013118,90.326114334,76.88179186,78.074586494,85.073614352,79.715944946,80.78988402,76.569152688,86.044853151,77.331152026,77.034781156,79.891486369,78.982548517,76.569774447,79.0877002,81.748213431,80.604732866,76.445979018,85.71441899,76.291649543,79.468800015
1995-01-31,82.610399039,82.633487601,74.863237133,84.471212996,68.374392497,64.666694271,78.80398115,82.48539331,77.426353296,72.637519764,111.36982008,88.090807488,77.907237208,81.222709807,77.652749605,76.164996775,79.296267733,77.739593112,74.24836548,84.48256557,62.494551488,68.076056888,66.558565964,81.000702422,76.767493728,82.696537191,78.07908529,85.96853666,64.516669177,76.521426726,90.578504422,76.60632256,78.028591763,85.322469881,79.731551343,80.74509187,77.159426303,85.708750819,77.386108936,77.261367392,79.857660823,79.171192419,76.498287081,79.461719668,81.731285125,80.52322863,76.549062852,86.047529918,76.471787494,79.849437591
1995-02-28,82.677622953,83.131549153,75.01830875,84.893441661,68.385603474,65.127543064,78.692927215,82.35269207,77.396650365,72.709870617,111.53334669,88.224937897,77.909932046,81.544651541,77.932035011,76.428288412,79.502260412,78.165965093,74.257403538,84.192586283,62.358321753,68.418574403,66.644054849,81.208732552,77.17589587,82.862601955,78.063008902,86.024974713,64.663576925,76.525051604,90.896814606,76.492685596,78.052791274,85.590313934,80.068527306,80.634046258,77.830394383,85.555412149,77.596115559,77.26085309,79.972843394,79.543779497,76.614635085,80.073654878,81.87700303,80.449921352,76.533858728,86.225665198,77.054437795,80.356012451
1995-03-31,82.78092329,83.604557883,75.365110394,85.398655654,68.262022137,65.523584186,78.658018996,82.2270295,77.44100663,72.88838158,111.71697863,88.348650907,78.070786722,82.031347709,78.395143822,76.851471467,79.731779352,78.631413859,74.509106302,84.00778973,62.547761599,68.880028278,66.882226625,81.39392038,77.521587451,83.074975951,78.108032932,86.126971368,64.848903731,76.480935999,91.389597859,76.411614861,78.32641484,85.862043207,80.492423781,80.737120647,78.423673216,85.663454482,77.651316113,77.127931143,80.39439281,79.931822575,76.873009855,80.768805972,82.169947381,80.506921211,76.531387649,86.368820926,77.817833224,80.9618775
1995-04-30,82.966094472,84.085260439,75.805839126,85.72514265,68.051901711,65.867932975,78.723358741,82.039191051,77.553930697,73.305080817,111.64357145,88.477555986,78.473195527,82.461169616,78.896138901,77.398545395,80.100292848,79.096435175,74.987234102,84.06740601,63.104905786,69.510269483,67.213793323,81.662367338,77.879699785,83.404877482,78.400094698,86.286812808,65.039320539,76.478397095,91.918577285,76.453949445,78.691205376,86.205733905,81.007208284,81.1395776,78.892720807,85.978339717,77.43272246,77.044879459,81.040457239,80.298063833,77.22421021,81.3356062,82.560180523,80.634081212,76.602830375,86.564413153,78.458246091,81.68248966
1995-05-31,83.239133977,84.510502875,76.203068965,85.87646266,67.966888362,66.240739711,78.730343559,81.928193784,77.753435846,73.657226556,111.00683869,88.670267077,78.927903218,82.80462403,79.338112573,77.997202696,80.591278856,79.524741272,75.569453323,84.238041302,63.609051276,70.264010091,67.599053278,82.045665427,78.252330006,83.816785366,78.942386573,86.516242832,65.28091165,76.612094615,92.445860216,76.584182442,79.13565464,86.647400898,81.647183722,81.643029775,79.358843876,86.322888678,77.200502697,77.169509177,81.671828972,80.741296662,77.75583975,81.786309043,82.92150895,80.64726342,76.798980093,86.847417399,78.972335808,82.391070343
1995-06-30,83.575922388,84.831883587,76.547279057,86.054129098,67.896595201,66.576479107,78.681260003,82.093743471,77.977495816,73.895994905,109.92651005,88.978683889,79.366976206,83.205048208,79.823339364,78.534556011,81.03981363,79.93743538,76.098238585,84.300395502,63.752021745,70.948929677,68.131345059,82.428102898,78.625731649,84.218494036,79.627368151,86.866924186,65.617802527,76.897560672,92.950101135,76.81548021,79.503800312,87.08365906,82.164554691,82.073836802,79.689478244,86.561037672,77.031957999,77.495688308,82.042394715,81.27368142,78.193864887,82.242386542,83.223395356,80.70937169,76.978070067,87.180032846,79.463331235,82.886642487
1995-07-31,83.967893871,85.060171477,76.859851829,86.431003087,67.942800491,67.002200603,78.527144646,82.356965753,78.233472195,74.249589451,108.8248457,89.403756024,79.714045889,83.653814173,80.443038424,78.94117468,81.36050584,80.415500075,76.429227043,84.32795217,63.769012303,71.408340294,68.713171605,82.729350079,79.160608249,84.565430949,80.287563635,87.223191698,65.976614665,77.193023388,93.354635594,77.101828737,79.662014932,87.348744097,82.565420575,82.340005988,80.068026054,86.657779379,76.973571291,77.916653405,82.066926014,81.728613772,78.351484366,82.762911363,83.397872503,80.940787417,76.950075234,87.519101869,79.849464516,83.195008201
1995-08-31,84.333682096,85.141215634,77.201061949,86.895939712,67.862494042,67.409486456,78.22101124,82.48721982,78.505845809,74.571515868,107.92266582,89.736771846,79.896317513,83.961447074,80.998588843,79.306407313,81.564212863,80.743021867,76.531004357,84.364009008,63.803386426,71.896027929,69.081297034,82.954035234,79.642529937,84.724752889,80.780902615,87.455505988,66.112702322,77.352449785,93.495838023,77.152793219,79.936881259,87.396699812,82.824681016,82.391046629,80.597369312,86.709319057,77.137070492,78.315388623,81.965927747,82.038249291,78.567555676,83.203305381,83.320904572,81.126013911,76.978583003,87.861945042,80.174045974,83.56834602
1995-09-30,84.452478536,85.063301794,77.530404127,87.217486175,67.40143685,67.608820389,77.974792154,82.392421237,78.621613879,74.819936393,107.34702234,89.823819123,79.917753245,84.056895487,81.238920985,79.654781482,81.72194526,80.853119188,76.391793535,84.327625375,63.799086611,72.241196475,69.290746162,83.165871579,79.711392013,84.626093333,80.975534384,87.427763075,66.051504394,77.056378626,93.299433388,76.870119618,80.329116238,87.377993397,82.944143712,82.346734519,80.872025133,86.749939293,77.283093509,78.567956999,81.938950809,82.338469323,78.728381803,83.54465469,82.978933893,81.054604105,77.092663143,88.166301821,80.48788776,84.106152444
1995-10-31,84.410035949,84.914488006,77.720465806,87.326399978,67.071835983,67.685658043,77.848782441,82.208261674,78.661991597,75.116776548,107.02365646,89.812960238,79.798088966,84.064250735,81.330574331,79.81337217,81.884706813,81.042364187,76.071264505,84.373244187,63.624218018,72.307033092,69.357919086,83.434062179,79.534195048,84.405447886,80.873929906,87.151668559,66.025644694,76.58068791,93.027242645,76.563635727,80.486236286,87.427485615,83.03324728,82.437401405,80.928289887,86.62428413,77.197639254,78.572085474,82.058216922,82.760271392,78.614713948,83.824142401,82.479885915,80.830910683,77.044399892,88.377973932,80.523743541,84.610174591
1995-11-30,84.487562456,84.850240149,77.820327606,87.231926856,66.909895694,67.72370573,77.596904549,82.118057795,78.60902975,75.461304935,106.6720885,89.788404762,79.838715553,84.170557504,81.473413168,79.838516624,81.985904434,81.428814688,75.805100992,84.297712148,63.400234139,72.465581341,69.256666139,83.638236471,79.400842049,84.177792762,80.658390535,86.955203783,66.073985557,76.377763359,92.859846818,76.427785453,80.425879847,87.587504949,83.018337184,82.624098293,81.066062391,86.359262525,76.795201321,78.431947004,82.29862981,83.204529649,78.636241056,84.095435919,82.108462627,80.721707943,76.843011496,88.504272495,80.20488196,84.909056264
1995-12-31,84.669759849,84.957360219,78.053115951,87.114897803,66.696267526,67.793665804,77.266447563,81.953473538,78.400001569,75.685868172,106.2022896,89.750454827,79.909069455,84.410570707,81.543932397,79.849059314,82.025341217,81.756536197,75.791708702,84.119619187,63.397897686,72.680009314,69.178918514,83.606732687,79.334535658,84.090590545,80.481180561,87.0512904,66.075859482,76.152486171,92.713729651,76.276272302,80.540958076,87.847634305,82.919787963,82.706018216,81.301391362,85.952088266,76.206207518,78.548836437,82.484057959,83.397826955,78.82403251,84.403906624,82.101118278,80.702398301,76.756966045,88.542156916,79.942789487,85.059251063
1996-01-31,84.879445107,85.211927416,78.438382963,87.164203249,66.621477022,67.953652242,77.040585155,81.721715574,78.290057685,75.673743203,105.86049153,89.772049796,79.826833783,84.637134541,81.5680587,79.89408141,82.067826355,81.956723654,75.996324195,83.99733151,63.397755483,72.852207607,69.278079194,83.533766205,79.28906995,84.314313873,80.633666108,87.418957329,66.015836894,75.836645549,92.663446431,76.220631034,80.838177505,88.120352207,83.128750219,82.791079949,81.631671011,85.774649782,75.764195247,78.951314993,82.633014319,83.439427403,78.83855979,84.8653445,82.335593205,80.691694852,77.002028635,88.576643114,79.977622092,85.213532748
1996-02-29,85.18144786,85.613141557,78.866632299,87.461465734,66.659939787,68.344962837,76.868847199,81.674083705,78.597378842,75.77104968,105.75264166,89.894965773,79.96091156,84.95870962,81.796655713,80.033113774,82.223133179,82.242791153,76.220675425,83.804629192,63.43809529,73.317927991,69.599968307,83.590124503,79.497560786,84.864830953,81.273290589,87.856636295,66.045327858,75.649356969,92.971068589,76.221174499,81.0716998,88.324169087,83.67181682,83.170002829,82.312737735,85.904039044,75.706266197,79.357372284,82.947779367,83.727009568,78.872845299,85.784675744,82.51287267,80.728501455,77.527445447,88.900265536,80.351946181,85.479746345
1996-03-31,85.777180634,86.17215937,79.256491943,87.921152257,66.928025826,69.032331805,76.99962545,81.875504806,79.042592208,76.214015085,105.61026754,90.143523473,80.489987485,85.630619724,82.402272329,80.510737661,82.570688474,82.741457747,76.430631359,83.787249438,63.874545212,74.310190588,70.131013898,83.817090237,80.168155085,85.67512392,82.186298359,88.246285065,66.295215467,75.834883071,93.53456651,76.045885588,81.553847084,88.531403403,84.356159113,83.852203439,83.416780496,86.146317851,76.104721364,79.780768514,83.44972656,84.293469578,79.229745605,86.924320826,82.583531986,80.975304604,78.111892954,89.572515851,81.005855351,85.835240186
1996-04-30,86.570918305,86.818218774,79.527356066,88.4383248,67.328639698,69.713795887,77.685020188,82.223927413,79.493922718,76.746166917,105.28403601,90.492772437,81.247695385,86.458146635,83.162227946,81.276710474,83.118253693,83.403594486,76.749176573,84.300630754,64.621226724,75.328976657,70.742507072,84.316293947,80.999243457,86.640716139,83.06145962,88.530638629,66.730788238,76.394853823,94.114321256,76.129975302,82.306387046,88.887197297,85.130360968,84.619563986,84.453192712,86.572238947,76.697065379,80.304395764,84.005259076,84.892531104,79.743413104,87.85655219,82.720633491,81.555497625,78.651011786,90.347892884,81.737697857,86.296833825
1996-05-31,87.156486041,87.443609218,79.766185537,88.95517489,67.527267445,70.256488389,78.705939278,82.70565995,79.846178885,77.208761167,104.84244815,90.880736801,81.843649865,87.036446666,83.695135161,82.097305812,83.774229192,84.11385985,77.17890329,85.038699735,65.38858079,76.093248536,71.313164564,85.061584956,81.635786077,87.64308409,83.696004089,88.722697175,67.200545033,77.219753429,94.701423161,76.844248628,82.916118803,89.400312484,85.708768239,85.322937358,85.164688287,87.178227237,77.17282426,80.837151595,84.507449339,85.547903821,80.182191641,88.617223192,83.017396042,82.18105007,79.176443132,91.060533378,82.325935645,86.820401718
1996-06-30,87.42831407,87.95425058,80.12406593,89.262418988,67.799197271,70.639129436,79.509152786,83.238285171,80.112273398,77.687314767,104.44025651,91.186576631,82.131943787,87.419499779,84.017545078,82.759491526,84.32702402,84.643269453,77.658059834,85.333653658,66.036965355,76.752455641,71.732152193,85.927076982,82.020878508,88.44271784,84.15097492,88.955726827,67.694140955,78.218000219,95.060723459,77.777418768,83.491147262,89.904465886,86.089496128,85.769835243,85.696850868,88.001410143,77.47491147,81.304690704,84.888529477,86.147662409,80.476029513,89.214028826,83.377753982,82.451451754,79.50933867,91.632066918,82.866343111,87.235568995
1996-07-31,87.496259193,88.258664991,80.5965957,89.261285253,67.9544315,70.795383597,79.723052968,83.680451233,80.339810924,77.870130639,104.20141291,91.353993515,82.284198211,87.78132578,84.278262842,83.087240241,84.735695272,84.795792127,78.109714567,85.190126631,66.400479487,77.306809698,72.122593181,86.735817353,82.265177089,88.904287733,84.595155258,89.223097284,68.133305123,78.72444129,94.939779417,78.317730699,83.92763939,90.236635326,86.372261104,86.023186864,86.062804889,88.498788547,77.596546297,81.620948445,85.1519568,86.512123615,80.620316948,89.605016171,83.650735771,82.339985604,79.594061734,91.972134714,83.369269404,87.389678282
1996-08-31,87.588058719,88.33570267,80.901748862,89.088226279,67.80777386,70.915336212,79.448504411,83.950386712,80.337475404,77.801476899,103.94559474,91.479215719,82.261176652,87.86890855,84.3057431,83.165930261,85.030676595,84.776949723,78.448735909,84.977660648,66.50326987,77.64691947,72.349906277,87.311030909,82.40398677,89.080197202,85.061483264,89.449618596,68.403201919,78.545290889,94.680495287,78.407034743,83.98148566,90.291357221,86.389853007,86.124545291,86.345500564,88.32155288,77.583090011,81.777194796,85.347498376,86.690567201,80.667730324,89.89687754,83.750216735,82.131588897,79.508145442,91.927037207,83.580177653,87.264630551
1996-09-30,87.863341244,88.264267063,81.050399055,89.053546765,67.686332397,71.124945706,79.015544545,84.060731497,80.407120186,77.880448189,103.45738017,91.56000099,82.144145903,87.824779337,84.140129166,83.095824183,85.187366203,84.929866709,78.669329549,84.759659067,66.505686004,77.789640121,72.334339791,87.700809178,82.475430794,89.071839502,85.366484243,89.520792729,68.615774784,78.166427213,94.593547014,78.270428951,84.018078253,90.14275436,86.396748622,86.03369775,86.624350189,87.951996954,77.471138937,81.932923311,85.469612445,86.77592737,80.643438987,90.081021609,83.674275811,82.003511171,79.301532459,91.395186875,83.524788612,86.963133402
1996-10-31,88.126640716,88.204581736,81.068413858,89.204451606,67.527215651,71.29306289,78.655540852,83.973882829,80.57938718,78.098504617,102.75209744,91.50085095,82.206057229,87.943993561,84.088999462,83.029602237,85.265604758,85.223688053,78.771113004,84.586121198,66.523460398,77.89667738,72.379394004,87.912761023,82.578786705,88.873603101,85.365007992,89.418522195,68.726272374,77.828783695,94.557360559,78.004017427,84.307335911,89.94871345,86.466217163,85.881035115,86.719710829,87.741229972,77.277808346,82.233350024,85.412520482,86.791270553,80.608007388,90.056237322,83.497370609,81.894906363,79.283029377,90.572053737,83.408421723,86.709084781
1996-11-30,88.095173606,88.215641844,80.912179969,89.329750767,67.324227672,71.355096951,78.293320433,83.743955012,80.649443401,78.389953584,101.9151215,91.360461651,82.150694272,87.994904671,84.235365579,83.054491675,85.317712906,85.445210583,78.693134137,84.50964586,66.550257681,78.034676829,72.513718468,87.825393427,82.717818884,88.470832189,85.238843156,89.302781743,68.614650056,77.509418527,94.472673497,77.727017954,84.608298385,89.745425084,86.352412913,85.694698494,86.793912596,87.619510819,77.181488473,82.47942912,85.170756819,86.817782456,80.564623716,90.008772768,83.370605953,81.854067409,79.470661435,89.804198008,83.251650249,86.716262816
1996-12-31,87.953538677,88.283416271,80.843180012,89.389905814,67.149125522,71.461033847,78.001632715,83.612537689,80.602120447,78.624014866,101.00153016,91.304881789,81.926002565,87.914313788,84.393953124,83.157156141,85.439005643,85.5955581,78.498284564,84.386973569,66.420197883,78.133528025,72.596693418,87.673063582,82.838813006,88.053026273,85.262669494,89.207328402,68.507755903,77.291965319,94.314977484,77.370643663,84.715984618,89.610793196,86.213498596,85.560245633,87.192297805,87.484955369,77.152777219,82.304961964,85.105906926,86.855995051,80.504743168,90.173754713,83.396968828,82.040169497,79.660399382,89.39594245,83.035572667,86.851124368
1997-01-31,88.067962858,88.479939744,80.999885714,89.526116576,67.105783008,71.68611331,77.82299377,83.550259359,80.621338588,78.773793764,100.02071235,91.427694081,81.873717944,87.826366469,84.516511295,83.253331213,85.692770377,85.748857749,78.307324105,84.315008885,66.297841468,78.299574184,72.689132567,87.682851831,83.005280296,87.784806822,85.593256823,89.220421153,68.535416924,77.193709177,94.261918545,77.074141652,84.8055148,89.644444438,86.277077556,85.685996868,87.727362013,87.41318915,77.065992301,82.08075328,85.425893019,87.007113048,80.513320998,90.543898082,83.537328175,82.270572225,79.988207166,89.58576069,82.932383781,86.953767626
1997-02-28,88.465794548,88.84950569,81.319289777,89.929953079,67.29593198,72.157645644,77.723748254,83.442588247,80.920458064,79.077252737,98.987496886,91.747945987,82.092980457,87.933578318,84.740721313,83.450415052,86.052259675,86.089551464,78.216570527,84.480309761,66.358039577,78.790483226,72.831905538,87.778678098,83.251845143,87.752426393,86.144143427,89.447508017,68.647760795,77.138674624,94.587317961,77.02423634,85.078681074,89.88978771,86.597283998,86.157528639,88.310501261,87.488569764,77.002685471,82.294540012,85.996963026,87.534118866,80.732769361,91.056291647,83.730749271,82.36330455,80.537855551,90.35832665,83.247888857,87.076163896
1997-03-31,88.992108163,89.352642602,81.807687434,90.483391642,67.82131513,72.850070856,78.007521365,83.442354442,81.404317822,79.616404699,98.005237961,92.169631121,82.612594336,88.609588603,85.13694984,83.844269184,86.507140893,86.630967966,78.351851717,84.766588418,66.800999924,79.63821609,73.099566767,87.872109068,83.582204304,87.995474357,86.75305296,89.747496421,68.928633097,77.414094076,95.146901049,77.222153687,85.622843222,90.341324711,87.222620246,86.78888149,89.011608041,87.751913824,77.086056542,82.874371428,86.642278282,88.280535894,81.155554853,91.683669079,83.941496018,82.560487943,81.202925496,91.479250361,83.893895738,87.361344432
1997-04-30,89.434461501,89.872048832,82.360990855,90.915597799,68.43814345,73.505631581,78.693416616,83.691602795,81.802824073,80.09337607,97.205442571,92.498068206,83.356804969,89.492930857,85.743766117,84.428142609,86.954505735,87.133693733,78.741029737,85.08478725,67.728723302,80.521145681,73.618889911,88.048090914,84.036338391,88.448935166,87.400053614,90.058031849,69.415724484,78.140186782,95.614562429,77.730126798,86.3408385,90.843034525,87.935869841,87.250808559,89.663364803,88.163852506,77.391731917,83.534811494,87.217025431,88.847716067,81.63278697,92.267816541,84.11278929,82.961061803,81.898779507,92.482580254,84.548861504,87.893976125
1997-05-31,89.816938533,90.291454478,82.785525445,91.090433996,68.898664857,73.936696293,79.488544049,84.111311302,81.977795297,80.471614031,96.644336233,92.65724373,83.978569187,89.922679169,86.358800043,85.054960961,87.298702478,87.575193348,79.368488393,85.457818734,68.653978093,81.273722547,74.202317706,88.373434842,84.514751537,88.949850928,87.920651093,90.436944698,69.974610336,78.862224403,95.891563617,78.439544371,86.966522562,91.242594631,88.512655535,87.448246064,90.049116474,88.614396796,77.787564808,84.073485365,87.672131613,89.14760575,82.100096851,92.596755072,84.146677342,83.455720644,82.469392168,93.030672683,85.219034721,88.575351545
1997-06-30,90.213125176,90.508148002,83.069208452,91.056949056,69.264934179,74.136905353,80.134907463,84.508656395,82.09076309,80.855566264,96.244251957,92.73416342,84.259742248,90.043632333,86.743670345,85.43020924,87.634889308,87.937074331,80.068023935,85.622890736,69.18228769,81.844898596,74.735874175,88.726479133,84.984854991,89.364654865,88.25521545,90.782791409,70.502651144,79.272130965,95.940535492,79.159144027,87.352696756,91.553150774,88.909516609,87.551862541,90.291303822,89.123903198,78.133881295,84.36985046,87.973643788,89.433616368,82.459841985,92.719808263,83.997613622,83.781032965,82.935835799,93.268130607,85.886341632,89.081332891
1997-07-31,90.509798644,90.581493821,83.253359887,90.953116997,69.611374752,74.331405345,80.342587778,84.660454264,82.263632822,81.296253998,95.936500671,92.887503907,84.339635407,90.185749603,86.982752405,85.656186634,87.924290904,88.211914586,80.493866645,85.460135581,69.41790458,82.211333352,75.149080156,88.937481692,85.327871699,89.652748472,88.549565192,91.007378422,70.88231959,79.353718767,95.75774198,79.635647646,87.503636345,91.864310154,89.081227989,87.683624936,90.678681125,89.313737675,78.251431689,84.513517704,88.115662692,89.78258792,82.583520231,92.771755829,83.695383951,83.748710382,83.236063339,93.327156699,86.224396601,89.226639935
1997-08-31,90.599210061,90.719256258,83.448174339,90.855257955,69.813527073,74.67919658,80.224739876,84.582629127,82.467288068,81.668289189,95.648848628,93.093803416,84.336857165,90.30995877,87.19394897,85.867939077,88.008915087,88.443180014,80.438857791,85.112754011,69.624575484,82.479463055,75.417568396,88.98032289,85.319024615,89.764701865,88.858779354,91.020221819,71.080057745,79.22399602,95.414553798,79.57048845,87.772132421,92.226659713,89.176189059,87.781810539,90.974268942,88.989976532,78.132948333,84.779210617,88.139404503,90.097517908,82.660079447,92.797666294,83.295705088,83.679828255,83.373330744,93.293774632,86.155091927,89.163874087
1997-09-30,90.460946258,90.997068133,83.684091248,90.70903472,69.970569932,75.05202799,80.062451849,84.470544783,82.591928996,81.923122527,95.257602301,93.127481656,84.291236208,90.374936635,87.269285803,86.059459989,87.992990454,88.564162251,80.111959667,84.720628842,69.917538271,82.778986916,75.579990269,89.052956494,85.148130355,89.681623154,89.22118807,90.828155344,71.354701793,79.099805015,95.052756571,79.161765525,88.192308986,92.553971449,89.170175892,87.848671499,91.016428366,88.678524186,78.036329376,85.166904117,88.084540227,90.225581195,82.848866382,92.777588346,82.938877896,83.772786505,83.624419546,93.210409952,86.073107587,89.126051867
1997-10-31,90.41061014,91.294027845,83.84543301,90.648686431,70.248544977,75.264809625,79.959297725,84.496213357,82.688674559,82.257024303,94.770202532,92.91019508,84.230309049,90.425307989,87.222194065,86.365490829,88.112790146,88.676981854,79.950058952,84.525978291,70.21162929,83.083710167,75.568666546,89.282830867,85.117986702,89.443318496,89.662703791,90.650413515,71.663710771,79.149857487,94.916502668,78.888265015,88.463197758,92.742289057,89.079906353,87.975158299,90.931409789,88.605208961,78.016277799,85.566808711,88.056203841,90.163520046,83.067035837,92.702962466,82.77609155,83.864262078,84.004730705,93.024475815,86.116104647,89.158300258
1997-11-30,90.572746328,91.438215479,84.000705005,90.672041706,70.589995041,75.298132187,79.951902871,84.647077208,82.900984839,82.478161847,94.166699716,92.55699593,84.171078132,90.389693408,87.276974764,86.68947982,88.353783013,88.815562223,80.059401177,84.662374571,70.459338571,83.151664958,75.459066467,89.586989204,85.196855592,89.174879201,90.207153233,90.482062514,71.766189525,79.215902651,94.925073434,78.910398902,88.648021349,92.815122713,88.963920409,88.069151852,90.794120894,88.622569598,77.913840472,85.856934354,88.256011347,90.102949064,83.251544362,92.633047447,82.789015461,83.835649487,84.303625109,92.73718732,86.067970145,89.198039906
1997-12-31,90.736808458,91.415090622,84.274351847,90.675653726,70.830517267,75.412442957,79.886098307,84.808807325,83.131224412,82.437386118,93.506740525,92.327712062,83.918359745,90.178118219,87.582425655,86.962355552,88.425644737,88.870382831,80.295081814,84.880380419,70.482720497,83.004841707,75.443348499,89.872847989,85.240382082,89.050968833,90.732861686,90.242575289,71.809545085,79.092398715,94.878816539,79.00706265,88.716041928,92.858152459,88.950702172,88.163868732,90.581751641,88.487188502,77.702475639,86.027906025,88.705291924,90.079720226,83.437003467,92.651997331,83.002217932,83.672471733,84.46977832,92.437204934,85.94293661,89.260952928
1998-01-31,90.804315941,91.383329438,84.69276361,90.690172746,70.998096746,75.843862724,79.712752489,84.962177192,83.293958914,82.580407122,93.138100774,92.445856647,83.763703564,90.081077116,87.936581084,87.294660531,88.413953508,89.064424146,80.643675207,84.931956765,70.439054789,83.119478049,75.601304501,90.127978804,85.160100436,89.190187145,90.966120113,90.204132041,72.004764868,79.125762012,94.750095762,78.993611588,88.686629015,92.958906125,89.05476008,88.374815846,90.509068803,88.372862627,77.646736518,86.268612742,89.233589773,90.117216755,83.672475306,92.905597904,83.449985543,83.523149514,84.776839819,92.318630736,85.894333083,89.343654978
1998-02-28,90.935603489,91.567590232,85.199969521,90.64423897,71.700229492,76.360093562,79.681456644,85.201182549,83.607406266,83.119059153,93.150402991,92.835453458,84.118877407,90.562224407,88.242327677,87.537311266,88.73535481,89.625415024,81.186135111,85.028885498,70.845511917,83.705996227,75.904806947,90.458994144,85.031846801,89.555483683,90.877140571,90.548557925,72.448481331,79.40677535,94.682742194,78.858746158,88.743050208,93.160131554,89.327229165,88.674627213,90.982367193,88.487096868,77.984880999,86.596559567,89.681530883,90.360068374,84.034754526,93.480039037,83.984535647,83.770805085,85.507317651,92.548955492,86.05847531,89.537971645
1998-03-31,91.325312054,92.057594536,85.681473317,90.533685114,72.790956568,76.88694095,80.100219536,85.64010395,83.976400696,83.855739212,93.375944285,93.374311583,84.868533973,91.255346254,88.769509174,87.568025865,89.274065331,90.301048811,81.826082724,85.459063688,71.789145478,84.475940389,76.533858123,91.042161654,85.234198341,90.043393917,90.750513107,91.051038619,73.155978421,79.888990085,94.990607714,78.965573609,89.041035223,93.500225891,89.952669012,88.889416268,91.907473186,88.808566511,78.575956086,86.972312574,90.019602988,90.872819879,84.588402424,94.223379368,84.505456771,84.426137842,86.543954217,93.157518871,86.706707438,89.944747663
1998-04-30,91.855471777,92.789047192,86.138313433,90.637172431,73.981042984,77.522442552,80.955213517,86.125612723,84.296204417,84.653220823,93.722581311,93.998348185,85.653222509,91.771387754,89.408199034,87.849243728,89.737216432,90.988455716,82.448397277,86.088021991,72.980796878,85.298389882,77.367443149,91.712624042,85.983568109,90.601209439,90.849236048,91.461572368,74.071130835,80.553176917,95.519361519,79.640788846,89.552137877,94.037212956,90.675226484,89.377189999,92.791568937,89.416535693,79.221327383,87.442309763,90.248545644,91.598319786,85.236728077,94.937779301,84.980223767,85.002226174,87.592783072,93.916267936,87.648412861,90.502904183
1998-05-31,92.284621354,93.563545785,86.560208742,91.291804577,75.110587803,78.196910283,81.955615828,86.625962397,84.690645181,85.298123182,94.092317384,94.49300755,86.319979618,92.247538838,89.970387122,88.843235892,90.322879322,91.673355612,83.063733156,86.692947357,74.105442437,86.175832711,78.093110661,92.266677178,87.2569722,91.098263494,91.247609547,91.59226689,75.183141562,81.119753948,96.103604572,80.812383132,90.220975645,94.715882244,91.353239089,90.294821392,93.276689618,90.173510412,79.833396413,88.115723813,90.304313208,92.410550289,85.913975653,95.369777351,85.403891515,85.372513646,88.353395009,94.470174997,88.505523993,91.071427121
