Date,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
1986-05-31,62.958666716,80.647888864,65.399833514,68.174736025,48.823164393,46.260510921,69.201429785,56.963411925,63.156713155,58.368167049,54.830047569,57.167938917,48.790781802,55.96756777,53.593836704,61.736704522,55.130377179,70.407115737,59.934695736,56.893251102,58.559008671,42.178669358,49.735246097,67.93905794,60.482618282,54.80567238,56.519201351,63.719037955,66.661291686,60.040269424,66.790186531,62.356005055,57.544433434,70.490350359,52.890226382,77.921969258,39.658351114,57.397465839,54.779810995,58.376223738,57.335321978,60.337861712,76.602668278,50.487192836,55.785374388,57.614245556,41.824100171,63.272331294,49.057414038,60.179812359
1986-06-30,62.998601195,80.451896158,65.690271337,68.171940663,49.310934411,46.196789767,71.087514747,57.665767291,63.530350693,58.791182319,54.811735137,57.441464297,49.427593793,56.645041902,53.724172135,62.025481343,55.567212925,70.053053271,60.787419208,57.58699867,59.775671845,42.83291925,50.747272898,67.722755509,61.012442416,54.437175969,56.436053798,63.711866589,68.185701253,61.766527793,66.821906872,63.327357366,57.976223142,70.488709328,53.581341002,77.516134582,40.14957674,58.378873999,56.174134497,58.985716073,57.164917012,60.600155598,76.450489264,50.469200852,56.631337615,58.269320983,41.822262745,63.817722504,49.383087922,60.061118999
1986-07-31,63.343966551,79.793317893,65.64528767,68.152932629,49.731489093,46.102532107,73.140363066,58.416624686,63.818892033,59.114176194,54.784277256,57.456587578,49.990206143,56.836498542,53.787341594,62.215206042,55.816475451,69.236849626,61.738266122,58.164274621,61.057062855,43.707880748,51.301858849,67.500887426,61.549960853,53.872255734,56.711065492,63.552221464,69.680299535,63.473043891,66.851255186,64.367067493,58.336097863,70.202975213,54.021614188,76.983757425,40.152675565,59.475963171,57.784793458,59.472892329,56.995721944,60.896075098,76.19016866,50.277120672,57.564834188,58.903490948,41.655724912,64.352249428,49.547585556,59.931672328
1986-08-31,63.928657871,78.886713828,65.216737236,68.310690545,49.995709029,46.03564372,75.217666666,59.168207838,63.986151952,59.109182391,54.875354314,57.352695864,50.306472816,56.791990458,53.76384766,62.304645738,55.865484573,68.323632704,62.646202036,58.677151834,62.055375263,44.207652537,51.177821698,67.399250013,61.742238423,53.192171589,57.33563179,63.446334892,70.858329524,64.470117554,66.921711826,65.060645319,58.71887532,69.756131272,54.043509994,76.387578081,39.729119,60.254882961,59.468568939,59.720944564,56.945656609,61.072469867,75.697512001,50.087018932,58.522566644,59.3712914,41.83581024,64.705264042,49.521438114,59.671644446
1986-09-30,64.199499306,77.998361573,64.436815955,68.58757955,50.144923568,45.969185413,77.212972856,59.7484236,63.895527096,59.14266689,55.242403111,57.283621422,50.450041279,56.79232177,53.559951639,62.313344535,55.99551848,67.920446989,63.492563137,59.216701332,62.805692398,44.299617812,50.721745685,67.41761865,61.692279061,52.574354872,57.739983634,63.550534119,71.897956388,65.200941985,67.012495187,65.65553935,58.920862663,69.286410681,54.06232302,75.707582867,39.188082926,60.711200663,61.186858333,59.662922217,57.119319619,61.155084075,75.013343162,49.986150436,59.417678835,59.735846901,42.142661621,64.860131755,49.348043252,59.343694664
1986-10-31,64.288588095,77.255607386,63.790513415,68.697686507,50.436995869,45.872407659,79.011674156,60.224808432,63.754289283,59.439994209,55.815638788,57.221207771,50.668442166,56.928315362,53.25141833,62.320882186,56.357256428,67.726158812,64.35521223,59.750944608,63.728088104,44.308542695,50.74571037,67.537995287,61.780478015,52.158290902,57.775710057,63.733804363,73.112522114,66.488771623,67.137847549,66.714683525,59.049945585,68.90346098,54.305609414,74.994100664,39.129876126,61.170545396,63.14894383,59.463006338,57.52882559,61.399919659,74.469196293,49.878673529,60.145781762,60.038417748,42.22739155,64.868042169,49.23822809,59.033793178
1986-11-30,64.463672527,76.667385476,63.920702132,68.61224134,50.831981433,45.715104305,80.576366353,60.83289492,63.836688449,59.801100103,56.37459925,57.108461978,50.922673752,57.063482955,53.094358643,62.358312677,56.711963467,67.371078551,65.258700965,60.235779761,64.674535489,44.587230229,51.1523501,67.718215814,61.9597075,51.967996839,57.62978297,63.874044672,74.203641498,68.050929337,67.248103965,67.821690375,59.156575325,68.681570756,54.470787335,74.373539678,39.506158109,61.685718904,65.347381108,59.4077405,57.999386558,61.855185995,74.108428328,49.825830439,60.760444728,60.297188872,42.160976568,64.728586246,49.26914577,58.708651508
1986-12-31,64.714567322,76.005374004,64.575621559,68.542659086,51.070844814,45.670692311,81.827274764,61.551634095,64.088504175,60.109214879,56.759615002,57.032987618,51.021303571,57.281498803,53.193696567,62.343299537,56.893869134,67.156109192,66.208436803,60.651854823,65.289161384,44.850658876,51.451090861,67.800194886,62.147904183,51.998967251,57.542956462,64.02555815,74.857037756,69.234736598,67.354715782,68.752936294,59.238642927,68.652067915,54.468760067,73.963869513,39.76731072,62.090077894,67.373070955,59.650666183,58.383214258,62.287881019,73.854694066,49.955170237,61.362142997,60.595884802,42.171403226,64.5429714,49.378203601,58.332984295
1987-01-31,64.948013879,75.101504963,65.10379901,68.656241986,51.367273861,45.909283535,82.818000909,62.228410773,64.210297197,60.354636923,57.043314692,57.05841334,50.916914243,57.592999636,53.466824703,62.271524713,57.009751175,67.190835934,67.157626107,60.981175819,65.84267859,45.015084904,51.708874999,67.833622915,62.447474159,52.30196791,57.530602246,64.302966833,75.335013906,70.091264532,67.518539847,69.294905357,59.504545538,68.791031068,54.693790104,73.727161447,39.860818376,62.471184336,68.836291591,60.163917468,58.641201713,62.588885728,73.757380353,50.170124515,61.983076933,60.851636011,42.454462945,64.4398978,49.568585333,57.959601469
1987-02-28,65.2018459,73.942709206,65.442725881,68.997187565,51.691636374,46.237629224,83.878695196,62.714911053,63.882344876,60.702670885,57.378320448,57.11936403,51.295677889,57.843062418,53.778360141,62.306355276,57.086971358,67.363098808,68.05126163,61.32989228,66.36807709,45.310075275,51.917108395,67.921506107,62.897709446,52.777062819,57.564102314,64.705136464,76.040211907,70.905228013,67.670690831,69.838937605,59.95478349,69.038699183,55.164977481,73.475946368,39.919561051,62.833456313,69.853096249,60.708401529,58.785408261,62.934196959,73.889240454,50.310071965,62.613200478,61.061072823,42.841714177,64.496394044,49.787244156,57.550185859
1987-03-31,65.515810341,72.52409293,65.555230706,69.496678617,52.128627143,46.295554818,85.248563303,63.046844999,63.796363014,61.171328937,57.736299969,57.082590698,52.212481482,58.068326028,54.023941562,62.603482524,57.2099539,67.590765463,68.944329718,61.910875288,66.952584633,45.797783196,52.073393923,67.9828247,63.393536582,53.194885851,57.650096566,65.087657549,77.153664633,71.991853573,67.694839077,70.751409336,60.292142989,69.296899173,55.664878249,73.001563197,39.965715562,63.35519548,70.997632811,61.022991143,58.86009637,63.416563398,73.999992885,50.378660429,63.355178137,61.407044087,43.070495404,64.785472413,50.039174201,56.987429245
1987-04-30,65.778497648,70.894969339,65.451454885,69.990342332,52.654929324,46.040966524,87.16949694,63.432069072,64.499031014,61.480416845,58.052574205,56.844429212,53.005770203,58.259699891,54.093352802,63.045998366,57.528947172,67.79912318,69.906351133,62.758517179,67.662873613,46.334666025,52.337221806,68.019499613,63.841515267,53.41647738,57.708558614,65.336599082,78.52266847,73.682464437,67.566801462,71.776014379,60.460070155,69.493483047,56.218831676,72.312745104,40.005373508,64.339393008,72.64271042,61.085349,58.942317114,63.900749256,73.255160084,50.351171868,64.246040497,62.067468535,43.109703966,65.30173976,50.333598715,56.282448177
1987-05-31,65.937933024,69.166741884,65.42693567,70.264376817,53.136769273,45.694423511,89.392508068,64.047825585,65.13152555,61.662500386,58.400075728,56.414575023,53.682849055,58.433356768,53.971884006,63.479790524,58.121176135,67.684720223,70.902750527,63.815357721,68.43217404,46.845751851,52.764573823,68.103755792,64.210235186,53.376640752,57.57638102,65.453195351,79.709614276,75.610398444,67.423394086,72.952602744,60.767662112,69.591470641,56.684351368,71.63837197,40.069326925,65.643210609,74.667573447,61.033367864,59.062591875,64.21887366,71.408023325,50.118127279,65.171662649,62.969451738,43.098941926,65.846497154,50.632936326,55.534990423
1987-06-30,66.035879916,67.504960852,65.58250851,70.248707511,53.682283218,45.348834464,91.340230334,64.899586951,65.46310348,62.069183378,58.919397291,55.857341224,54.221676021,58.684865242,53.78957522,63.736473728,58.813454925,67.050958106,71.908596047,64.90218503,69.155400273,47.40717791,53.096266749,68.202542177,64.426373644,53.135930867,57.285725186,65.467027341,80.464824839,77.201060998,67.447075427,74.275104583,61.250733478,69.572750407,56.960007831,71.009974134,40.053291771,66.992521673,76.71623433,60.977209126,59.136277119,64.330633011,70.758228809,49.712679304,66.04368712,63.928695404,43.195139489,66.180810437,50.920465943,54.844066598
1987-07-31,66.085818876,66.02885191,65.639261442,70.022671031,54.139040171,45.098448036,92.95777054,65.844876665,65.673458234,62.473948045,59.53268172,55.314505229,54.589864234,59.017361031,53.709870101,63.650667742,59.320059308,66.139992441,72.878398655,65.666102396,69.631738108,47.833816535,53.204167534,68.298030063,64.491284092,52.751856008,57.0488822,65.500329359,80.864752484,78.301383157,67.605820707,75.28398561,61.651069879,69.44019856,57.110271542,70.294183924,39.960092868,68.104710161,78.540341926,61.047713585,59.126486178,64.338679684,71.28807629,49.286075879,66.794488421,64.833309839,43.355653324,66.21644037,51.166984732,54.244987951
1987-08-31,66.062734016,64.712203126,65.481859859,69.692744343,54.588315978,44.994349631,94.223960182,66.75990311,65.826869559,62.554905159,60.157156943,54.902371329,54.963020601,59.241969343,53.705987646,63.433971637,59.582413154,65.286680891,73.792077229,66.040226156,69.998709376,48.052074576,53.246581455,68.35101777,64.522251041,52.253531535,56.997815056,65.578070238,81.109422965,79.166508425,67.693745705,75.932063166,61.888030007,69.205912495,57.323170522,69.432444167,39.945891179,68.775895386,80.094955893,61.277645356,59.037700636,64.46224476,71.193782081,48.905819095,67.497593978,65.477015864,43.396067654,66.018698963,51.343428512,53.649291747
1987-09-30,65.913093096,63.495655409,65.295264385,69.315272965,55.140383898,44.913412085,95.048729262,67.499512718,65.90211655,62.506003064,60.812285113,54.645267913,55.274855135,59.154673672,53.577387538,63.343029804,59.593771055,64.74618688,74.699194321,66.359512734,70.428434908,48.227838684,53.273239134,68.260881652,64.513368819,51.712375516,57.128698758,65.566324427,81.434348755,79.900971397,67.65500838,76.461529323,62.105449427,68.901259239,57.499599438,68.556870003,40.002752502,69.294396505,81.427450445,61.567615979,58.884499394,64.703798014,70.679494488,48.622981394,68.267993837,65.894990186,43.383393702,65.797651289,51.482211324,53.015330829
1987-10-31,65.759186154,62.462235741,65.146436449,68.90627286,55.621551902,44.756423411,95.585504942,68.043209639,65.945571795,62.620726626,61.468382589,54.51645464,55.38233161,59.002937899,53.32653293,63.301201468,59.45771898,64.508008976,75.617862401,66.816753648,70.784084083,48.469599482,53.245414182,68.028691986,64.643635969,51.220745663,57.289455169,65.415326388,81.751305733,80.415538812,67.497410729,76.998398378,62.349363439,68.563655787,57.680788113,67.911189165,40.010196312,69.933297212,82.577654516,61.897131987,58.714624236,64.915182794,69.839132233,48.509453953,69.07771631,66.366095306,43.406679504,65.735386365,51.531453415,52.358711274
1987-11-30,65.788825138,61.851575729,65.106075693,68.528656806,56.031945812,44.539594374,95.857627843,68.498624803,66.15044445,62.81728952,62.097328167,54.488216906,55.376689371,59.160633248,53.124322058,63.196408118,59.407687458,64.353655585,76.507006473,67.415530988,70.941473136,48.63069317,53.177990028,67.75323829,64.863626911,50.864601009,57.302442152,65.254735255,81.814941255,80.676199251,67.280414574,77.539665964,62.443575177,68.210806759,57.945061836,67.494055124,39.928352146,70.411008782,83.467124778,62.306607371,58.572378754,65.096645148,68.904954747,48.525271995,69.804113426,66.897305778,43.416337523,65.891225769,51.408825703,51.708757511
1987-12-31,65.978058673,61.941755966,65.217886572,68.295652219,56.467915243,44.374891363,95.890226769,68.899398002,66.324372559,62.944494306,62.707081774,54.605351043,55.463820657,59.535254381,53.056964466,63.063113315,59.529354417,64.077869397,77.284079517,68.116592121,70.913168031,48.581391155,53.18300233,67.565292579,64.937178733,50.683084263,57.200710716,65.263790007,81.746124396,80.848799321,67.191945021,77.907459758,62.39773062,67.868239624,58.135557475,67.039227622,39.819287989,70.608291598,84.090652902,62.711468809,58.44956983,65.215993071,68.345148418,48.555635563,70.397314749,67.368534195,43.513780717,66.238520383,51.321768523,51.197495206
1988-01-31,66.256021137,62.817188598,65.366037164,68.261373709,56.958061877,44.359380785,96.045923967,69.317527561,66.459266042,63.114014068,63.379678837,54.911301838,55.704887245,59.895667961,53.103329554,63.001159633,59.782990849,63.690441071,77.911791499,68.69314002,70.831438315,48.604254863,53.379199824,67.598030267,64.892082,50.667847244,57.200142256,65.457818538,81.86842593,81.130676243,67.241802864,78.096728466,62.435294205,67.579296322,58.333011299,66.495661719,39.756342718,70.882582123,84.585320291,63.005453788,58.295244442,65.333623824,68.263583487,48.512151914,70.94133345,67.719431775,43.756211845,66.693895352,51.371523194,50.88569219
1988-02-29,66.571720447,64.230411186,65.526435411,68.38548879,57.509875887,44.514209312,96.53153005,69.763862068,66.595630252,63.484048494,64.136756151,55.346474587,56.029336466,60.251193856,53.266985404,63.072784635,60.065385177,63.364065523,78.452158362,69.124772445,70.899932446,48.868712248,53.679960043,67.834380141,64.920645728,50.80374465,57.335286232,65.730274584,82.222340252,81.457281693,67.288574727,78.292908521,62.634952235,67.364665129,58.632929459,66.087868091,39.786592417,71.481432021,84.991878684,63.118554227,58.100868551,65.591410059,68.347744646,48.401928374,71.63294041,68.057262821,44.012948051,67.199616892,51.537668583,50.661276139
1988-03-31,66.894675775,65.55914218,65.722230773,68.631919728,58.209721012,44.691056841,97.363082334,70.256654166,66.860700428,63.967353667,65.007617112,55.748951551,56.584318732,60.678272648,53.592364082,63.258928745,60.305308808,63.123136275,79.060126649,69.712226809,71.139238984,49.305014486,53.972261816,68.085541414,65.146102348,51.054457769,57.515705928,66.015841385,82.643030065,81.98608314,67.260773441,78.605919842,62.942375725,67.214620424,59.082307668,65.923040111,39.964506945,72.246984441,85.445878631,63.151937041,57.919975373,65.89030837,68.38690761,48.290307959,72.597137967,68.551641418,44.179798386,67.744750128,51.825956034,50.415637065
1988-04-30,67.176637857,66.279770157,65.877064159,68.938760673,59.03423861,44.737839643,98.391649934,70.822503153,67.303460314,64.325312379,66.029136035,55.959026615,57.311887502,61.067300891,54.001475561,63.531470433,60.541406604,62.930941177,79.808865525,70.546070626,71.555042401,49.85684953,54.281510324,68.201844782,65.524914559,51.347559821,57.710598103,66.296125845,83.035476851,82.775832926,67.170908939,79.064160719,63.308964088,67.110104541,59.639267552,66.018291758,40.288923033,73.080731561,86.09024413,63.242188017,57.819766787,66.086658484,68.351078619,48.229702489,73.771099668,69.292609102,44.377353584,68.209867222,52.133958789,50.217958467
1988-05-31,67.48167015,66.73552477,65.863070036,69.150365306,59.921207229,44.607860132,99.230687896,71.436198125,67.819638802,64.564960542,67.118867319,55.912781632,57.9934423,61.361679118,54.426379938,63.843687519,60.815452557,62.894098478,80.586902627,71.448704282,71.983219668,50.363724873,54.580194248,68.195786521,65.884565426,51.634089995,57.8399634,66.575637835,83.308880232,83.564246367,67.123296876,79.733179172,63.746250762,67.063847558,60.229447145,66.208575529,40.684083673,74.073029761,86.763370511,63.359391447,57.83483699,66.201189455,68.441700806,48.233119652,75.032476848,70.183091954,44.640227622,68.364740248,52.4391204,50.276152678
1988-06-30,67.777674061,67.505614266,65.73389513,69.17869838,60.912755727,44.340351665,99.533704954,72.139015766,68.244676432,64.745594552,68.13123042,55.71430858,58.558336161,61.678949047,54.867438747,64.096610828,61.130701206,62.966657072,81.310315244,72.311320329,72.094228032,50.747495438,54.763063559,68.119746641,65.999466343,51.88626346,57.857610038,66.899239025,83.410061552,84.053823175,67.222985678,80.497988383,64.149019621,67.113624998,60.610923691,66.147819383,41.117536942,75.134556642,87.230906895,63.494400386,57.930122586,66.240348583,68.506630237,48.231086068,76.296612616,71.030122549,44.918022095,68.122311692,52.834273609,50.721515148
1988-07-31,67.816818864,68.639730184,65.625864619,69.052510625,61.931467037,44.13976456,99.407505716,72.955053164,68.393511036,64.791753955,69.127420517,55.570812717,59.065122456,61.956336004,55.232130276,64.153270924,61.516899533,62.903131157,81.926151356,73.106035305,72.051176366,51.06915635,54.734060872,68.011676961,66.079660721,52.028924302,57.79839013,67.269380714,83.275930315,84.056095036,67.399210001,80.940408471,64.441223882,67.178814494,60.641997976,65.768825888,41.599715462,75.891935238,87.402868191,63.708071901,58.020840157,66.263212565,68.143372269,48.124909179,77.390402046,71.649639179,45.226366473,67.617177985,53.326070526,51.45413321
1988-08-31,67.520482332,69.998414558,65.617667584,68.882549413,62.906872126,44.065781998,99.041496982,73.746343325,68.467026158,64.801314938,70.252420497,55.646461604,59.50337839,62.157967548,55.363390967,64.057820045,61.94503848,62.597488658,82.374471734,73.759387738,71.997021801,51.325353463,54.57901025,67.997803716,66.234221002,52.035416747,57.722355496,67.565523779,82.966041815,83.790046902,67.465066423,81.042886026,64.557454192,67.132648858,60.703502302,65.349303772,41.987946764,76.301519985,87.374303643,64.015459942,58.035787892,66.395697776,67.486319511,47.931688408,78.127451145,71.938347637,45.50458119,67.061947001,53.72324063,52.131969701
1988-09-30,67.082486392,71.58461512,65.659148232,68.847828642,63.952164972,44.039344664,98.660667747,74.428864072,68.678237564,64.864023808,71.400574889,55.917464695,59.6374381,62.368241824,55.260676284,63.933557549,62.223121235,62.158017122,82.684654333,74.30677904,71.994401597,51.502462862,54.549912769,68.120558371,66.26057607,52.005516709,57.657785209,67.739761487,82.745142232,83.566236237,67.37086163,81.043792879,64.452189192,66.964462181,60.903332847,65.133694082,42.111036797,76.66649621,87.302891688,64.31034724,57.980284459,66.5536295,66.960457802,47.770127228,78.524841575,72.210615183,45.722895059,66.517500591,53.896368092,52.545111401
1988-10-31,66.782672021,73.226401457,65.643577166,69.026084003,65.075352945,43.975480357,98.276409549,75.081297089,68.843748283,64.818069219,72.474090365,56.22327688,59.599597107,62.573862006,55.160248236,63.87322213,62.277885241,61.793885239,82.857837634,74.875393361,72.125892642,51.669916577,54.69675798,68.193023455,66.184575387,52.053206009,57.588584277,67.877553493,82.677309232,83.423770276,67.210747904,81.015638835,64.457582907,66.735446226,61.057279285,65.202501443,42.052911981,77.023733429,87.322877887,64.544531079,57.928381284,66.611193785,66.714439021,47.668468476,78.752531341,72.725963216,45.884742326,66.013804245,53.93353538,52.689185717
1988-11-30,66.703029974,74.320842673,65.533893533,69.292689758,66.146552321,43.848251437,97.796846469,75.641205175,69.029798009,64.751458722,73.585620741,56.485188641,59.764190606,62.645860695,55.231995461,63.857441421,62.28311925,61.590830783,82.954108898,75.48616953,72.158662238,51.824593955,54.897405218,68.072029007,66.031720697,52.184509929,57.595223941,68.070353405,82.705371434,83.49092272,67.072122337,80.942125284,64.756620955,66.497411856,61.193197339,65.454911503,42.099791636,77.319635338,87.384124904,64.656666142,57.923988386,66.550799282,66.658247801,47.586917146,79.005722794,73.311099521,46.066066359,65.690271776,53.906209172,52.556162462
1988-12-31,66.82804043,74.243772889,65.402447246,69.460540065,67.111717469,43.734317293,97.375386885,76.017668134,69.216659683,64.949153018,74.792345274,56.740242581,60.083209037,62.623134311,55.443026941,63.847040643,62.347499283,61.44950348,83.073295321,76.12796242,72.108217196,51.937834652,55.087101226,67.751498307,65.85807583,52.3415624,57.759051021,68.326231833,82.882977333,83.638210118,67.104095781,80.8371569,65.068330758,66.311116194,61.321443122,65.618304005,42.317514504,77.66454697,87.497332334,64.710712568,57.994152979,66.472938221,66.59112081,47.5401548,79.38049008,73.788779448,46.414853821,65.687500365,53.891571496,52.264373484
1989-01-31,67.097419339,72.626467974,65.314023465,69.484638627,68.01132763,43.662370833,97.158406225,76.405950954,69.308821464,65.221516687,76.056993277,57.042023431,60.4151086,62.668339063,55.706682441,63.892162826,62.507575272,61.35488558,83.274562957,76.732499643,72.160699178,52.060167356,55.21529814,67.307224931,65.758012694,52.499689859,57.973793804,68.488495763,83.038003859,83.542166535,67.295408829,80.857985739,65.243135725,66.302058346,61.496097399,65.593320119,42.555031375,77.980523426,87.75409175,64.848520356,58.167798517,66.528515332,66.452651808,47.597373538,79.807639483,74.178612345,46.947579467,66.066405659,54.065687743,52.013279674
1989-02-28,67.433857627,69.548429062,65.266947798,69.430272672,68.993442791,43.625995254,97.328562455,76.958518788,69.56338426,65.349944968,77.43377393,57.351402169,60.864003934,62.883080478,56.045221518,63.98294087,62.739051042,61.349964671,83.548726199,77.323238499,72.130726047,52.220396333,55.308758928,66.956514918,65.887458547,52.633263927,58.146429435,68.52897485,82.911545979,83.258648191,67.499566858,80.989818423,65.338019294,66.516303175,61.747843766,65.561507757,42.803606753,78.198374454,88.002548184,64.980110408,58.424041303,66.705101986,66.474854362,47.792961209,80.207112974,74.647160171,47.503654376,66.733201834,54.413023359,51.965154615
1989-03-31,67.814413181,65.732876827,65.278324246,69.341596515,70.286624685,43.656061114,97.657767889,77.643712444,69.895270291,65.401128775,78.994943987,57.555365217,61.396342587,63.31632731,56.498658157,64.111207812,62.939124148,61.423126804,83.809415833,78.025713252,71.868494781,52.62721601,55.488284067,66.904961909,66.235001835,52.74296756,58.342348982,68.617411786,82.658376382,83.080646576,67.685188623,81.169681839,65.43114394,66.860473496,62.083163066,65.600124238,43.096564078,78.440500041,88.159924396,65.07318724,58.70810759,66.946006605,66.600758602,48.101988118,80.6553494,75.284569905,48.103333746,67.513274516,54.776992903,52.186872847
1989-04-30,68.157992194,62.348099525,65.326881525,69.264202823,71.704753189,43.777204793,97.688423631,78.435691059,70.248772362,65.449711902,80.752931719,57.631834856,61.910275575,63.917650021,56.962474188,64.349491887,63.119873833,61.614059417,84.082857816,78.800958209,71.685144162,53.274735584,55.759892112,67.192714039,66.598532187,52.865115924,58.634908032,68.819124035,82.440521527,83.107736496,67.836545994,81.42055676,65.622308044,67.265066021,62.401069746,65.786675019,43.406469969,78.902293411,88.409118129,65.254403726,58.976438159,67.222895049,66.732663891,48.427689451,81.218461345,75.965469253,48.814506569,68.264968599,55.131554877,52.649634553
1989-05-31,68.366075702,60.189590946,65.371055191,69.300064158,73.019848867,43.966316369,97.336906855,79.220976471,70.561730661,65.624293594,82.57609276,57.656544966,62.399337949,64.460224152,57.398536465,64.670389884,63.478588934,61.946310204,84.38335315,79.469844213,71.686914507,53.845174969,56.013812342,67.718199386,66.871924719,53.029687848,59.020830245,69.051687633,82.19521307,83.171658339,67.921995614,81.632057578,65.836028515,67.705963698,62.80476543,66.247337234,43.847377039,79.699066561,88.811768695,65.586200625,59.242652073,67.533745885,67.057979404,48.671333461,81.850392208,76.470404906,49.492362905,68.91095037,55.517876811,53.270458989
1989-06-30,68.475958367,59.091910197,65.388008512,69.493299884,74.176219084,44.236879211,96.863265691,79.886793442,70.839239729,65.910655515,84.383430879,57.717471853,62.921521672,64.83248009,57.862968147,64.931251116,64.024801972,62.407839647,84.669237988,79.932397294,71.731777113,54.275668512,56.285659555,68.386186137,67.011799788,53.251186195,59.377279837,69.289822701,81.999241033,83.268760873,68.010769089,81.844676336,66.09995588,68.122323197,63.358670678,66.833025662,44.493046856,80.39368914,89.198827438,66.066714622,59.547990687,67.767764657,67.546788936,48.890111738,82.477237609,76.793794904,50.037188594,69.420392872,55.831589807,53.92616418
1989-07-31,68.64737828,58.449813854,65.460226875,69.733767022,75.3197248,44.576142344,96.435407641,80.356605662,71.129425252,66.150192213,86.153679991,57.924407172,63.332108852,65.131032038,58.312236476,65.044504,64.481688333,62.880463252,85.003757719,80.289165134,71.874028062,54.725414986,56.595018356,69.048888599,67.088083743,53.496741345,59.581623931,69.682470626,82.08829396,83.264581911,68.202037062,82.115362826,66.418940033,68.454638142,63.841866425,67.311094506,45.070318411,80.65550768,89.563214139,66.647739775,59.866454998,67.795902632,67.977193044,49.149775074,83.006951043,77.048877646,50.695736516,69.813092715,56.055903196,54.47122474
1989-08-31,68.960424894,57.92979042,65.691691016,69.939046345,76.403951604,44.866542868,96.4128021,80.545537858,71.39043153,66.350842843,87.748229591,58.296442875,63.556951452,65.333116613,58.567784787,64.983627168,64.732590553,63.169580055,85.393550468,80.555012144,72.098953966,55.09030473,56.766040812,69.466408911,67.376602133,53.70396612,59.642816751,70.231060432,82.449128463,83.167256829,68.509960345,82.10266866,66.667097596,68.69751797,64.187679481,67.534244821,45.367772917,80.897450829,90.026758893,67.160566697,60.120829903,67.804680369,68.242358171,49.344092899,83.442668492,77.270815466,51.551927788,70.089641234,56.318217572,54.814086076
1989-09-30,69.282848745,57.436723044,65.829808118,70.090412343,77.144333297,45.057368051,96.681142226,80.51147895,71.582422509,66.618698286,89.098563771,58.744308541,63.85278493,65.450716794,58.673798158,64.959537398,64.847500584,63.335242345,85.671792622,80.816633353,72.305006356,55.140158107,56.745886882,69.595609979,67.800838612,53.824041248,59.727171371,70.812517443,82.707510803,83.235514326,68.866662458,81.897083932,66.786371131,68.870100109,64.398095296,67.467311086,45.563043987,81.244121717,90.45557531,67.397026919,60.277081197,67.892021837,68.261663084,49.40629475,83.837838445,77.515531761,52.360612172,70.176108971,56.589793643,55.026789832
1989-10-31,69.531973145,56.921771575,65.638027205,70.13902644,77.828876581,45.148104485,96.665241533,80.558697806,71.775386157,66.821039471,90.311150711,59.144014138,64.202356721,65.595453168,58.844119435,65.095388577,64.844151069,63.438611292,85.771179326,81.207885258,72.305833625,55.08338405,56.758395615,69.518178927,67.922602281,53.909860696,59.93541329,71.446218548,82.741799402,83.274409505,69.209566616,81.8155818,66.740629438,69.016281045,64.44773263,67.19216239,45.894920533,81.407426629,90.703965706,67.351798857,60.33675093,67.951854496,67.97852681,49.452483213,84.139653836,77.763182046,53.209006252,70.032424528,56.689270892,55.200134388
1989-11-30,69.72041118,56.415419415,65.352401874,70.072139736,78.52435833,45.104962386,96.35695139,80.906606048,71.937994049,66.848227243,91.614199075,59.414424222,64.375832887,65.815214055,59.077423791,65.189584136,64.774837089,63.390340546,85.751952433,81.590441671,72.162373973,55.178506432,56.914788295,69.326751281,67.793417084,54.021594172,60.208194776,72.057728521,82.721301882,83.047746097,69.514096838,81.738576293,66.66297087,69.197359591,64.524836593,66.786374968,46.383560377,81.510065875,90.850519468,67.155510475,60.320475001,68.021792382,67.771553437,49.490740372,84.302955182,77.974309633,54.243152895,69.775513332,56.701539537,55.343841382
1989-12-31,69.770083997,56.070197598,65.233478625,69.967834146,79.13647746,45.009069619,95.918566464,81.466301208,72.136376243,66.894605059,93.299022207,59.618464204,64.472683973,65.96413868,59.37944418,65.105624526,64.799562496,63.222192517,85.626080249,81.998162977,72.138817826,55.305058195,57.045434849,69.159129931,67.77193653,54.151354825,60.502089783,72.494808743,82.603984008,82.836234938,69.655532976,81.618924825,66.736277044,69.412166946,64.769297119,66.49787992,46.93401701,81.682757737,90.864093879,66.989060217,60.284940771,68.185819271,67.746815347,49.457875709,84.32730219,78.096420296,55.459187355,69.584628676,56.845406481,55.478464017
1990-01-31,69.710029175,56.095847165,65.269832336,69.934346492,79.524151575,44.98038519,95.425365436,82.043861847,72.236434508,66.943023878,95.536797034,59.814631151,64.632438589,66.004737097,59.687840773,64.942083466,64.998467567,63.037165444,85.404027503,82.342747419,72.06590012,55.529548194,57.062593487,68.970585557,67.76854933,54.326493226,60.744726155,72.794887331,82.254283152,82.691148489,69.54604152,81.527457328,66.847289866,69.572737635,64.918728247,66.525666617,47.51881636,81.942247775,90.575217653,67.032935533,60.321952436,68.377812391,67.576180443,49.469732904,84.321699261,78.070375719,56.866457376,69.561808252,57.114647045,55.62264264
