Date,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,United States
1986-01-31,74.20884518354119,133.08338299886466,118.44892848253221,83.41410410699581,203.22141660691008,131.86141963555758,158.3028772677897,101.56045590557858,98.97406157561852,85.35331537260679,101.9204307026978,78.04653073057409,85.01071194115755,67.05096364697674,61.614076589172605,80.44020788522724,72.50799861812011,109.32281982220293,101.59655889934025,104.92880688767153,245.32741001536684,67.65816075303287,97.0763054905612,58.15474022138005,94.59066946550533,100.62666726800758,81.59496612342917,128.08562192626442,180.96480830989526,144.52256002153777,136.64156049884107,145.723113792861,97.91645344126687,73.18453956549214,70.49860115223528,103.71302005756739,99.6387420420612,93.12416181532907,156.59444724640332,86.27875401322737,52.180452551811086,82.70027904724748,131.63686485861618,102.98531893952516,101.94542517413441,100.5821183661244,135.32940998422305,49.40246244679439,70.99598523704746,93.8638958711957,126.80831559485937
1986-02-28,74.76187941430655,133.2562191361277,119.52853063770065,83.25622494866369,204.96997778146832,132.89630173927276,162.63883195862692,103.60341488969516,100.42604808187366,85.73017322571145,103.48767399267815,77.62192723557393,85.42945490383518,67.202266826663,61.930623427052154,81.00810459108916,72.54898152507803,110.59028466059229,102.77894395229687,105.73196244872129,250.7197912958478,68.10615506109386,95.74748676345351,59.000682116265345,94.4783527285243,101.91304745388345,81.20983114576516,129.0746200796261,185.2176466022825,147.98981933363717,137.6708840001176,149.04020467108577,98.54464057198071,73.60281871435997,71.7148829645909,104.5036852335562,97.51443540283398,93.87683954999193,159.3898634748495,86.85697440062836,52.06697282984638,83.92195564572617,131.2704112124198,103.03653156886456,103.50132141272113,101.79679830505961,135.97079015204662,50.75675039108951,71.79768546805295,92.66818727239027,127.94535669698625
1986-03-31,76.1295631077054,133.57158642013803,121.46527180351872,83.73221556439043,207.359526238374,133.8633741775158,168.5321130151038,105.53309554626541,102.22587190595146,86.34868815612167,104.93984898579205,77.55083414372164,86.67892708929129,67.84310015560192,62.04009190810961,82.13703071612157,73.30724177645179,112.06281964558661,103.96871744857957,106.72657064947244,256.8942272559124,69.36328470985657,93.03355442581778,59.88891871199503,95.15437828898476,102.74068500730095,80.81193886301052,130.15634915998763,189.7675077561962,151.89033530231035,138.57103632659042,152.53264250280506,99.65255495552537,74.25440739055567,72.75874891518184,105.52191791147565,96.23227399178424,95.04441526408658,162.5771691967015,87.30324980355394,51.86396033770427,85.06418145814948,131.55324575002933,103.5744552357678,105.39320233467784,103.15917743397685,136.0384865765949,51.9999490103189,72.50964755981336,91.1772103461261,129.4340491010025
1986-04-30,77.52932249412116,134.0042765161451,124.11704919290673,84.60458122433693,209.4323681049592,134.75719791866203,175.1184922559076,107.47142154184604,103.10698269867001,87.6140497915933,105.64440466781244,78.32596382377932,88.60637999606509,69.84078967142864,62.20488866010098,83.41069693315796,74.26782076842309,113.30224789252435,105.5815746036894,108.5561222011809,262.9353201593793,71.20932799857378,92.52749661553106,60.39632645547438,96.70179465383968,102.98522226769404,80.50718882478178,131.05899684082468,195.13969170200417,156.08755258133178,139.2091553640977,156.4911909874168,101.51809429861574,75.0174153943996,73.40206438254165,106.27125498109432,97.81515362146179,96.88736020064557,167.05498669932658,88.02888416997904,51.63718708825873,86.22533921395726,133.39666011751362,104.49555481861175,107.54738989134212,104.34128351817462,137.28476708915437,53.03895320847622,73.28043385225162,89.81800833959652,131.2870125403898
1986-05-31,78.1776843201361,134.32005325842627,126.40186054584746,85.07756800816513,211.75677416900464,135.12444922658116,182.01065183601395,109.74940955788313,104.30967256601218,89.05293823123166,105.72472102240404,79.69373869437084,91.0207286099214,72.87247515179507,62.59527860375336,84.55771698094208,75.45464017885348,113.60464070680878,107.84164799458719,111.13522758352448,269.080000441302,72.64461305885798,95.88058529809351,60.33363351027181,98.42577466474816,102.50207997506477,80.28414866402397,131.48461975268964,201.27117402938936,161.4835428617116,139.52644519589595,161.06343369017034,103.74247196146568,75.61722079031672,74.81768907941262,106.09389433202618,101.4462438006448,99.48187445497125,172.9016393636926,89.62392143760539,51.34777465853227,87.20879261261001,134.42212780186702,105.14957985931571,110.14123834912411,106.0541172627375,139.35469590897236,54.13902711617936,74.37369752861696,88.93807431370207,133.52484816457095
1986-06-30,78.28225261996519,133.79091239958544,127.42905818125048,85.06723788988353,214.86026623232445,134.83424990819276,189.7241488804909,112.36775221667294,105.52467445418428,90.43931456864041,105.63955288572066,80.61944329621235,93.54040341271322,75.00186084632597,62.948406571234095,85.40846952718385,76.87442705402042,112.53408827530535,110.70465870349516,113.71766346377619,276.79635638077286,75.3149147224635,99.8926582444204,59.8829566035605,100.16505617618976,101.2078027247311,80.03224570811902,131.35411473495543,208.14063359359358,168.9331872864068,139.56659807140835,165.13736531632458,105.27156036390986,75.66482618094193,77.10832668148248,105.02703302447993,103.92843394010552,102.95668964292422,179.86378968756586,91.6201560433479,50.90383972353772,88.04245031169187,133.95670519825572,105.08971416018116,113.34117246181623,108.36027890893057,139.3147481651173,55.452555479319,75.46802218914222,88.5565013973712,135.8200337377538
1986-07-31,79.24446796947228,131.9188983568706,127.26746993523878,85.00883706066101,217.547508227993,134.38631804217547,198.16846362938892,115.18589515323787,106.47772717474768,91.50305562553014,105.5559303209126,80.69801138079512,95.78251220334734,75.58228126812249,63.11789466897038,85.97659049301231,77.685367501851,110.02903760994694,114.02156930515166,115.86320908420242,284.81712161364163,78.89895227512835,102.10095600305623,59.377459785216324,101.87047124230004,99.18006893441571,80.90185377666957,130.71514637133384,214.89080193235796,176.35186323598373,139.62970248329722,169.48839531480508,106.56511192583578,75.03239826853077,78.57642673718048,103.59537299771418,103.95724118490422,106.82666203072519,187.92230508680535,93.19634092088724,50.46983641118571,88.94967835913657,133.16633507949538,104.29728576778541,116.86679974555945,110.60797931965884,138.3428216931283,56.666082040798486,76.02928134930218,88.15138192445046,137.7575566440839
1986-08-31,80.89407322266734,129.33400965073804,125.75652219242725,85.4413201889378,219.22131827343193,134.03812667654316,206.72552297067216,117.98705479041536,107.03348893717765,91.44035896854585,105.8793689488981,80.36925957899483,97.00676562219422,75.43928897617324,63.0601947321821,86.23925364719342,77.85597171205968,107.23380314765973,117.24449709192317,117.76821580428648,291.07762869796966,80.95601319828015,101.61569344959706,59.12679836400301,102.44390931124865,96.70383867869135,82.86876705706314,130.36157959613217,220.22744928429546,180.68426543033124,139.9065229028924,172.3762142362328,107.92646898160865,73.98260863662831,78.6742632597816,102.00411214969473,101.81518078091496,109.49314643506875,196.33753519332262,93.95411484453233,50.35054063131186,89.43132642831463,131.6798565474023,103.50193247785701,120.4671046304686,112.29523156583898,139.3971719902495,57.42420459964022,75.97617865556245,87.34278162822332,138.8626363737986
1986-09-30,81.66555164696538,126.81060431878541,123.04469337713124,86.21272332998373,220.19422662163413,133.64361543016045,214.89385234350777,120.11290473453693,106.67143443064388,91.50210584089281,107.15689556968158,80.15868963713176,97.546705535813,75.4434968341575,62.42133164269141,86.26376776328222,78.28063076425711,106.0236821354184,120.2401399428837,119.75483827118723,295.8177198300403,81.32956346181034,99.800089904962,59.15656219259401,102.2914610005665,94.42494297204018,84.14154989381693,130.8796497782051,224.94660444198402,183.85436355544465,140.3023752769099,174.8455473009194,108.6344108739371,72.84862743623765,78.7421460995557,100.21504498796818,99.06325097668739,111.03166320474314,204.90248656365324,93.70927476488635,50.820499156032604,89.6186228202718,129.5991856944571,103.0838716962998,123.8157825823548,113.63532343418063,141.17723314104776,57.76963076905657,75.39753533907327,86.31189735421607,139.43514046986056
1986-10-31,81.92271297693644,124.66738439824998,120.80685615562692,86.51435207427484,222.10431488889986,133.09337500122936,222.19578977221346,121.83697710336669,106.14774169771945,92.50639827070329,109.19371081519287,79.98384971114714,98.4190044667559,75.84595103042079,61.448284469311496,86.28443475250627,79.43057575170128,105.45612838323308,123.24748290162813,121.6969845154531,301.62485884513586,81.36571973879856,99.86605621543835,59.430978353487696,102.6150798715986,92.85824814313321,84.2575707477028,131.74540607645545,230.4719810952098,189.4998455467532,140.8019042073726,179.28797449009068,109.10295321186445,71.89911217615263,79.53215862833184,98.34592140801782,98.76158701640144,112.63661817826348,214.6957170941036,93.03127884628938,51.91045296508962,90.39645960291449,127.941542171105,102.65544820811752,126.52997663438651,114.73711994926515,141.65598316042622,57.83156676061368,75.00961493642396,85.31682740814014,140.49138486183898
1986-11-30,82.43786178534927,122.90593371944412,121.2618896877955,86.24099423425798,224.60980932634348,132.27989870282292,228.53442837604769,124.06258398625745,106.44114322386035,93.69916614358557,111.25776661349963,79.63405416287016,99.41911300361787,76.24556255187504,60.97450146274643,86.37695558905132,80.55025220843584,104.37915652205527,126.34632443360239,123.49438755957468,307.59681791642015,82.51898355323051,101.4404865162293,59.84563222262046,103.20605613056667,92.09343891853516,83.81732567556863,132.4111345831759,235.46622128487473,196.30674668570225,141.1890830637451,183.96311471752043,109.49811773857991,71.32282000262742,80.08293365121419,96.71220896689938,100.67411680656481,114.4429007009742,225.65853637986626,92.87740957363047,53.16006661331847,91.88935105092946,126.92612941959274,102.44687981450427,128.82513590987406,115.66121685142312,141.2631389198863,57.53623925715995,75.09844281242802,84.25139684805033,141.9433567867815
1986-12-31,83.19540151442887,120.9100029162278,123.54688925968166,86.01493358775276,226.11335346813703,132.08916329208793,233.64748324154823,126.72066391261023,107.27507941356689,94.6587971123721,112.77010447756446,79.36092826722431,99.79490915885667,76.92245949595453,61.31173898418565,86.32952921035958,81.12386861121537,103.73040070150923,129.57962904924665,125.0664967518614,311.51019802403437,83.60513983037214,102.58640568288851,60.01394173012545,103.83031469654114,92.11362815121937,83.5832208562425,132.974599985661,238.48264716580013,201.438415046994,141.51855368704827,187.8617845122995,109.7897910274003,71.20312020521351,80.07195314910321,95.62267283524007,102.00380338623923,115.84067871724054,235.73615465673547,93.71928951585295,54.180716688717325,93.29222010445234,126.20135681753166,102.95100490933842,131.08447162277983,116.72214566374338,141.318735175449,57.083458135459196,75.47016762054743,83.01392878859642,143.14540244643834
