Date,SP500
1992-04-30,27.19141323792486
1992-05-31,26.952892069171135
1992-06-30,26.535480023852116
1992-07-31,26.475849731663693
1992-08-31,26.416219439475253
1992-09-30,26.29695885509839
1992-10-31,25.819916517590947
1992-11-30,25.581395348837205
1992-12-31,25.641025641025646
1993-01-31,25.342874180083484
1993-02-28,25.223613595706624
1993-03-31,25.10435301132976
1993-04-30,24.92546213476446
1993-05-31,24.86583184257604
1993-06-30,24.86583184257604
1993-07-31,24.86583184257604
1993-08-31,24.508050089445437
1993-09-30,24.209898628503275
1993-10-31,23.91174716756113
1993-11-30,23.97137745974955
1993-12-31,24.209898628503275
1994-01-31,24.269528920691712
1994-02-28,24.269528920691712
1994-03-31,24.269528920691712
1994-04-30,24.508050089445437
1994-05-31,24.86583184257604
1994-06-30,24.86583184257604
1994-07-31,24.8062015503876
1994-08-31,24.567680381633878
1994-09-30,24.508050089445437
1994-10-31,25.223613595706624
1994-11-30,25.87954680977937
1994-12-31,26.654740608228973
1995-01-31,26.17769827072153
1995-02-28,25.641025641025646
1995-03-31,25.223613595706624
1995-04-30,25.402504472271925
1995-05-31,25.760286225402506
1995-06-30,26.118067978533087
1995-07-31,26.833631484794275
1995-08-31,27.13178294573644
1995-09-30,27.549194991055465
1995-10-31,27.787716159809182
1995-11-30,28.562909958258793
1995-12-31,29.338103756708417
1996-01-31,29.5169946332737
1996-02-29,30.113297555158024
1996-03-31,30.41144901610019
1996-04-30,30.41144901610019
1996-05-31,30.709600477042354
1996-06-30,31.12701252236135
1996-07-31,32.081097197376266
1996-08-31,33.03518187239117
1996-09-30,33.8103756708408
1996-10-31,34.04889683959452
1996-11-30,34.52593917710197
1996-12-31,35.24150268336315
1997-01-31,35.30113297555159
1997-02-28,35.36076326774001
1997-03-31,35.48002385211687
1997-04-30,35.65891472868217
1997-05-31,36.01669648181275
1997-06-30,36.13595706618962
1997-07-31,36.49373881932022
1997-08-31,36.791890280262386
1997-09-30,36.91115086463925
1997-10-31,37.09004174120453
1997-11-30,37.62671437090041
1997-12-31,38.34227787716159
1998-01-31,38.46153846153846
1998-02-28,38.64042933810376
1998-03-31,38.81932021466906
1998-04-30,39.47525342874181
1998-05-31,40.131186642814555
1998-06-30,40.84675014907574
1998-07-31,41.264162194394764
1998-08-31,41.68157423971379
1998-09-30,42.03935599284437
1998-10-31,41.860465116279066
1998-11-30,42.03935599284437
1998-12-31,42.27787716159809
1999-01-31,42.635658914728694
1999-02-28,43.231961836613
1999-03-31,43.53011329755516
1999-04-30,42.456768038163396
1999-05-31,42.456768038163396
1999-06-30,42.456768038163396
1999-07-31,42.57602862254026
1999-08-31,42.81454979129398
1999-09-30,42.69528920691712
1999-10-31,42.57602862254026
1999-11-30,42.635658914728694
1999-12-31,42.75491949910556
2000-01-31,42.57602862254026
2000-02-29,41.92009540846751
2000-03-31,40.9660107334526
2000-04-30,40.72748956469888
2000-05-31,40.369707811568276
2000-06-30,39.47525342874181
2000-07-31,38.163387000596316
2000-08-31,37.209302325581405
2000-09-30,35.48002385211687
2000-10-31,35.06261180679785
2000-11-30,34.76446034585571
2000-12-31,34.64519976147882
2001-01-31,32.97555158020275
2001-02-28,31.604054859868818
2001-03-31,30.530709600477053
2001-04-30,29.21884317233156
2001-05-31,27.847346451997623
2001-06-30,26.89326177698272
2001-07-31,27.370304114490164
2001-08-31,27.48956469886702
2001-09-30,27.072152653548
2001-10-31,27.48956469886702
2001-11-30,27.728085867620766
2001-12-31,28.26475849731665
2002-01-31,27.906976744186046
2002-02-28,27.370304114490164
2002-03-31,26.654740608228973
2002-04-30,26.774001192605855
2002-05-31,27.60882528324388
2002-06-30,28.32438878950507
2002-07-31,27.549194991055465
2002-08-31,26.535480023852116
2002-09-30,25.641025641025646
2002-10-31,26.17769827072153
2002-11-30,26.89326177698272
2002-12-31,27.906976744186046
2003-01-31,27.728085867620766
2003-02-28,27.19141323792486
2003-03-31,26.774001192605855
2003-04-30,26.89326177698272
2003-05-31,26.952892069171135
2003-06-30,26.654740608228973
2003-07-31,27.668455575432322
2003-08-31,28.26475849731665
2003-09-30,28.920691711389395
2003-10-31,31.12701252236135
2003-11-30,33.57185450208706
2003-12-31,35.77817531305904
2004-01-31,36.791890280262386
2004-02-29,37.68634466308885
2004-03-31,38.46153846153846
2004-04-30,39.47525342874181
2004-05-31,40.131186642814555
2004-06-30,41.144901610017904
2004-07-31,42.81454979129398
2004-08-31,44.18604651162791
2004-09-30,45.25939177101968
2004-10-31,45.199761478831256
2004-11-30,45.855694692904
2004-12-31,47.10793082886108
2005-01-31,48.71794871794873
2005-02-28,49.85092426952892
2005-03-31,50.626118067978545
2005-04-30,51.341681574239715
2005-05-31,53.24985092426952
2005-06-30,54.85986881335718
2005-07-31,55.51580202742993
2005-08-31,56.05247465712584
2005-09-30,55.45617173524151
2005-10-31,56.9469290399523
2005-11-30,60.04770423375076
2005-12-31,62.49254621347645
2006-01-31,62.67143709004175
2006-02-28,63.68515205724508
2006-03-31,64.16219439475255
2006-04-30,64.34108527131782
2006-05-31,65.05664877757901
2006-06-30,66.30888491353608
2006-07-31,67.38223017292785
2006-08-31,68.57483601669648
2006-09-30,70.96004770423376
2006-10-31,73.76267143709005
2006-11-30,75.90936195587359
2006-12-31,77.51937984496125
2007-01-31,78.41383422778773
2007-02-28,78.89087656529517
2007-03-31,78.71198568872987
2007-04-30,79.1293977340489
2007-05-31,79.60644007155636
2007-06-30,80.799045915325
2007-07-31,82.7072152653548
2007-08-31,84.91353607632679
2007-09-30,86.2850327966607
2007-10-31,87.59689922480621
2007-11-30,88.25283243887895
2007-12-31,90.10137149672033
2008-01-31,90.45915324985093
2008-02-29,91.17471675611213
2008-03-31,90.81693500298152
2008-04-30,90.5784138342278
2008-05-31,89.92248062015506
2008-06-30,88.9087656529517
2008-07-31,88.25283243887895
2008-08-31,89.26654740608228
2008-09-30,89.86285032796661
2008-10-31,90.75730471079308
2008-11-30,93.4406678592725
2008-12-31,94.39475253428743
2009-01-31,90.99582587954683
2009-02-28,87.47763864042936
2009-03-31,84.43649373881932
2009-04-30,80.26237328562911
2009-05-31,76.02862254025044
2009-06-30,70.84078711985688
2009-07-31,67.3225998807394
2009-08-31,63.208109719737635
2009-09-30,59.33214072748956
2009-10-31,55.87358378056053
2009-11-30,52.41502683363149
2009-12-31,49.373881932021476
2010-01-31,47.763864042933825
2010-02-28,46.57125819916517
2010-03-31,44.90161001788909
2010-04-30,44.961240310077514
2010-05-31,45.14013118664282
2010-06-30,45.55754323196184
2010-07-31,46.21347644603458
2010-08-31,46.69051878354205
2010-09-30,47.3464519976148
2010-10-31,47.9427549194991
2010-11-30,48.71794871794873
2010-12-31,49.31425163983303
2011-01-31,50.08944543828267
2011-02-28,50.92426952892068
2011-03-31,50.92426952892068
2011-04-30,51.93798449612403
2011-05-31,53.13059033989267
2011-06-30,55.217650566487784
2011-07-31,56.88729874776386
2011-08-31,58.25879546809779
2011-09-30,59.74955277280859
2011-10-31,62.73106738223018
2011-11-30,65.53369111508648
2011-12-31,68.57483601669648
2012-01-31,69.82707215265356
2012-02-29,71.01967799642217
2012-03-31,71.67561121049492
2012-04-30,73.16636851520573
2012-05-31,75.3726893261777
2012-06-30,77.6386404293381
2012-07-31,80.62015503875969
2012-08-31,82.28980322003578
2012-09-30,84.07871198568874
2012-10-31,87.59689922480621
2012-11-30,91.94991055456171
2012-12-31,95.94514013118665
2013-01-31,97.1377459749553
2013-02-28,97.3166368515206
2013-03-31,98.62850327966609
2013-04-30,101.19260584376866
2013-05-31,103.22003577817532
2013-06-30,105.12820512820514
2013-07-31,107.33452593917711
2013-08-31,109.4215861657722
2013-09-30,111.50864639236733
2013-10-31,113.29755515802029
2013-11-30,114.90757304710793
2013-12-31,116.15980918306501
2014-01-31,117.88908765652953
2014-02-28,119.61836612999403
2014-03-31,120.69171138938579
2014-04-30,122.30172927847347
2014-05-31,123.8521168753727
2014-06-30,125.76028622540252
2014-07-31,128.14549791293976
2014-08-31,130.7692307692308
2014-09-30,132.79666070363746
2014-10-31,135.3011329755516
2014-11-30,138.5211687537269
2014-12-31,141.80083482409063
2015-01-31,145.79606440071555
2015-02-28,147.46571258199165
2015-03-31,148.77757901013715
2015-04-30,150.20870602265953
2015-05-31,150.80500894454386
2015-06-30,151.81872391174716
2015-07-31,153.3691115086464
2015-08-31,155.27728085867622
2015-09-30,157.18545020870604
2015-10-31,159.09361955873587
2015-11-30,161.41920095408472
2015-12-31,164.1025641025641
2016-01-31,164.63923673226003
2016-02-29,165.41443053070958
2016-03-31,165.2355396541443
2016-04-30,165.1759093619559
2016-05-31,165.2355396541443
2016-06-30,165.53369111508647
2016-07-31,167.08407871198568
2016-08-31,167.97853309481218
2016-09-30,168.51520572450806
